user,tag,attempts,solved,corpus_count,solve_rate,coverage,strength_score,weakness_score,is_weak
bdzzj,data structures,59,56,1974,0.9492,0.0284,0.3967,0.6033,1
bdzzj,trees,23,22,934,0.9565,0.0236,0.3967,0.6033,1
bdzzj,math,76,73,3356,0.9605,0.0218,0.3973,0.6027,1
bdzzj,graphs,27,26,1187,0.963,0.0219,0.3983,0.6017,1
bdzzj,dp,76,73,2442,0.9605,0.0299,0.4021,0.5979,1
bdzzj,greedy,69,68,3429,0.9855,0.0198,0.4061,0.5939,1
bdzzj,implementation,31,31,2965,1.0,0.0105,0.4063,0.5937,1
bdzzj,brute force,27,27,1935,1.0,0.014,0.4084,0.5916,1
bdzzj,interactive,4,4,278,1.0,0.0144,0.4086,0.5914,1
bdzzj,strings,12,12,792,1.0,0.0152,0.4091,0.5909,1
bdzzj,geometry,7,7,419,1.0,0.0167,0.41,0.59,1
bdzzj,dfs and similar,18,18,1040,1.0,0.0173,0.4104,0.5896,1
bdzzj,dsu,7,7,405,1.0,0.0173,0.4104,0.5896,1
bdzzj,flows,3,3,160,1.0,0.0188,0.4112,0.5888,1
bdzzj,games,6,6,287,1.0,0.0209,0.4125,0.5875,1
bdzzj,sortings,26,26,1212,1.0,0.0215,0.4129,0.5871,1
bdzzj,bitmasks,31,30,686,0.9677,0.0437,0.4133,0.5867,1
bdzzj,two pointers,15,15,625,1.0,0.024,0.4144,0.5856,1
bdzzj,shortest paths,9,9,291,1.0,0.0309,0.4186,0.5814,1
bdzzj,hashing,8,8,235,1.0,0.034,0.4204,0.5796,1
bdzzj,probabilities,9,9,265,1.0,0.034,0.4204,0.5796,1
bdzzj,divide and conquer,12,12,344,1.0,0.0349,0.4209,0.5791,1
bdzzj,matrices,5,5,137,1.0,0.0365,0.4219,0.5781,1
bdzzj,combinatorics,30,30,813,1.0,0.0369,0.4221,0.5779,1
bdzzj,graph matchings,4,4,104,1.0,0.0385,0.4231,0.5769,1
bdzzj,string suffix structures,7,7,100,1.0,0.07,0.442,0.558,1
bdzzj,schedules,1,1,14,1.0,0.0714,0.4429,0.5571,1
bdzzj,chinese remainder theorem,2,2,24,1.0,0.0833,0.45,0.55,0
bdzzj,fft,11,11,110,1.0,0.1,0.46,0.54,0
benben181,ternary search,3,2,69,0.6667,0.029,0.2841,0.7159,1
benben181,graph matchings,5,4,104,0.8,0.0385,0.3431,0.6569,1
benben181,trees,26,25,934,0.9615,0.0268,0.4007,0.5993,1
benben181,matrices,1,1,137,1.0,0.0073,0.4044,0.5956,1
benben181,*special,5,5,370,1.0,0.0135,0.4081,0.5919,1
benben181,fft,2,2,110,1.0,0.0182,0.4109,0.5891,1
benben181,geometry,9,9,419,1.0,0.0215,0.4129,0.5871,1
benben181,hashing,6,6,235,1.0,0.0255,0.4153,0.5847,1
benben181,dp,84,83,2442,0.9881,0.034,0.4156,0.5844,1
benben181,shortest paths,8,8,291,1.0,0.0275,0.4165,0.5835,1
benben181,implementation,104,103,2965,0.9904,0.0347,0.417,0.583,1
benben181,expression parsing,1,1,35,1.0,0.0286,0.4171,0.5829,1
benben181,divide and conquer,10,10,344,1.0,0.0291,0.4174,0.5826,1
benben181,data structures,58,58,1974,1.0,0.0294,0.4176,0.5824,1
benben181,string suffix structures,3,3,100,1.0,0.03,0.418,0.582,1
benben181,bitmasks,35,34,686,0.9714,0.0496,0.4183,0.5817,1
benben181,flows,5,5,160,1.0,0.0312,0.4188,0.5812,1
benben181,graphs,39,39,1187,1.0,0.0329,0.4197,0.5803,1
benben181,dfs and similar,35,35,1040,1.0,0.0337,0.4202,0.5798,1
benben181,brute force,89,88,1935,0.9888,0.0455,0.4228,0.5772,1
benben181,binary search,62,61,1247,0.9839,0.0489,0.4229,0.5771,1
benben181,meet-in-the-middle,2,2,51,1.0,0.0392,0.4235,0.5765,1
benben181,dsu,16,16,405,1.0,0.0395,0.4237,0.5763,1
benben181,probabilities,11,11,265,1.0,0.0415,0.4249,0.5751,1
benben181,strings,34,34,792,1.0,0.0429,0.4258,0.5742,1
benben181,sortings,54,54,1212,1.0,0.0446,0.4267,0.5733,1
benben181,two pointers,30,30,625,1.0,0.048,0.4288,0.5712,1
benben181,math,181,180,3356,0.9945,0.0536,0.43,0.57,1
benben181,combinatorics,41,41,813,1.0,0.0504,0.4303,0.5697,1
benben181,greedy,207,205,3429,0.9903,0.0598,0.432,0.568,1
benben181,constructive algorithms,138,136,2035,0.9855,0.0668,0.4343,0.5657,1
benben181,number theory,60,59,862,0.9833,0.0684,0.4344,0.5656,1
benben181,games,19,19,287,1.0,0.0662,0.4397,0.5603,1
benben181,2-sat,3,3,40,1.0,0.075,0.445,0.555,1
benben181,chinese remainder theorem,2,2,24,1.0,0.0833,0.45,0.55,0
benben181,interactive,40,38,278,0.95,0.1367,0.462,0.538,0
benben181,schedules,2,2,14,1.0,0.1429,0.4857,0.5143,0
benben181,communication,3,3,3,1.0,1.0,1.0,0.0,0
bezime,*special,5,2,370,0.4,0.0054,0.1632,0.8368,1
bezime,shortest paths,5,3,291,0.6,0.0103,0.2462,0.7538,1
bezime,hashing,5,3,235,0.6,0.0128,0.2477,0.7523,1
bezime,graph matchings,3,2,104,0.6667,0.0192,0.2782,0.7218,1
bezime,flows,4,3,160,0.75,0.0188,0.3113,0.6888,1
bezime,graphs,30,23,1187,0.7667,0.0194,0.3183,0.6817,1
bezime,divide and conquer,11,9,344,0.8182,0.0262,0.343,0.657,1
bezime,ternary search,8,6,69,0.75,0.087,0.3522,0.6478,1
bezime,games,12,10,287,0.8333,0.0348,0.3542,0.6458,1
bezime,interactive,13,11,278,0.8462,0.0396,0.3622,0.6378,1
bezime,bitmasks,32,28,686,0.875,0.0408,0.3745,0.6255,1
bezime,data structures,78,70,1974,0.8974,0.0355,0.3803,0.6197,1
bezime,dsu,12,11,405,0.9167,0.0272,0.383,0.617,1
bezime,dfs and similar,35,32,1040,0.9143,0.0308,0.3842,0.6158,1
bezime,binary search,66,59,1247,0.8939,0.0473,0.386,0.614,1
bezime,strings,28,26,792,0.9286,0.0328,0.3911,0.6089,1
bezime,brute force,98,90,1935,0.9184,0.0465,0.3953,0.6047,1
bezime,dp,84,79,2442,0.9405,0.0324,0.3956,0.6044,1
bezime,implementation,121,113,2965,0.9339,0.0381,0.3964,0.6036,1
bezime,two pointers,28,26,625,0.9286,0.0416,0.3964,0.6036,1
bezime,number theory,42,39,862,0.9286,0.0452,0.3986,0.6014,1
bezime,trees,29,28,934,0.9655,0.03,0.4042,0.5958,1
bezime,matrices,1,1,137,1.0,0.0073,0.4044,0.5956,1
bezime,probabilities,3,3,265,1.0,0.0113,0.4068,0.5932,1
bezime,geometry,6,6,419,1.0,0.0143,0.4086,0.5914,1
bezime,sortings,68,65,1212,0.9559,0.0536,0.4145,0.5855,1
bezime,2-sat,1,1,40,1.0,0.025,0.415,0.585,1
bezime,constructive algorithms,109,105,2035,0.9633,0.0516,0.4163,0.5837,1
bezime,greedy,213,203,3429,0.9531,0.0592,0.4167,0.5833,1
bezime,combinatorics,30,30,813,1.0,0.0369,0.4221,0.5779,1
bezime,math,176,173,3356,0.983,0.0515,0.4241,0.5759,1
bezime,chinese remainder theorem,1,1,24,1.0,0.0417,0.425,0.575,1
bismispis,*special,1,0,370,0.0,0.0,0.0,1.0,1
bismispis,combinatorics,3,2,813,0.6667,0.0025,0.2681,0.7319,1
bismispis,number theory,3,2,862,0.6667,0.0023,0.2681,0.7319,1
bismispis,games,3,2,287,0.6667,0.007,0.2708,0.7292,1
bismispis,graphs,4,3,1187,0.75,0.0025,0.3015,0.6985,1
bismispis,brute force,7,6,1935,0.8571,0.0031,0.3447,0.6553,1
bismispis,dp,8,7,2442,0.875,0.0029,0.3517,0.6483,1
bismispis,greedy,22,20,3429,0.9091,0.0058,0.3671,0.6329,1
bismispis,binary search,2,2,1247,1.0,0.0016,0.401,0.599,1
bismispis,two pointers,1,1,625,1.0,0.0016,0.401,0.599,1
bismispis,implementation,6,6,2965,1.0,0.002,0.4012,0.5988,1
bismispis,data structures,5,5,1974,1.0,0.0025,0.4015,0.5985,1
bismispis,dfs and similar,3,3,1040,1.0,0.0029,0.4017,0.5983,1
bismispis,math,12,12,3356,1.0,0.0036,0.4021,0.5979,1
bismispis,interactive,1,1,278,1.0,0.0036,0.4022,0.5978,1
bismispis,probabilities,1,1,265,1.0,0.0038,0.4023,0.5977,1
bismispis,constructive algorithms,8,8,2035,1.0,0.0039,0.4024,0.5976,1
bismispis,bitmasks,3,3,686,1.0,0.0044,0.4026,0.5974,1
bismispis,hashing,1,1,235,1.0,0.0043,0.4026,0.5974,1
bismispis,strings,4,4,792,1.0,0.0051,0.403,0.597,1
bismispis,trees,5,5,934,1.0,0.0054,0.4032,0.5968,1
bismispis,divide and conquer,2,2,344,1.0,0.0058,0.4035,0.5965,1
bismispis,sortings,7,7,1212,1.0,0.0058,0.4035,0.5965,1
bismispis,matrices,1,1,137,1.0,0.0073,0.4044,0.5956,1
bismispis,fft,1,1,110,1.0,0.0091,0.4055,0.5945,1
bismispis,dsu,5,5,405,1.0,0.0123,0.4074,0.5926,1
bismispis,string suffix structures,2,2,100,1.0,0.02,0.412,0.588,1
blackyuki,interactive,8,6,278,0.75,0.0216,0.3129,0.6871,1
blackyuki,divide and conquer,16,12,344,0.75,0.0349,0.3209,0.6791,1
blackyuki,fft,5,4,110,0.8,0.0364,0.3418,0.6582,1
blackyuki,probabilities,6,5,265,0.8333,0.0189,0.3447,0.6553,1
blackyuki,data structures,65,54,1974,0.8308,0.0274,0.3487,0.6513,1
blackyuki,trees,30,26,934,0.8667,0.0278,0.3634,0.6366,1
blackyuki,dp,70,61,2442,0.8714,0.025,0.3636,0.6364,1
blackyuki,implementation,48,43,2965,0.8958,0.0145,0.367,0.633,1
blackyuki,binary search,34,30,1247,0.8824,0.0241,0.3674,0.6326,1
blackyuki,graphs,42,37,1187,0.881,0.0312,0.3711,0.6289,1
blackyuki,shortest paths,9,8,291,0.8889,0.0275,0.3721,0.6279,1
blackyuki,dfs and similar,38,34,1040,0.8947,0.0327,0.3775,0.6225,1
blackyuki,dsu,24,21,405,0.875,0.0519,0.3811,0.6189,1
blackyuki,brute force,46,43,1935,0.9348,0.0222,0.3872,0.6128,1
blackyuki,bitmasks,16,15,686,0.9375,0.0219,0.3881,0.6119,1
blackyuki,two pointers,26,24,625,0.9231,0.0384,0.3923,0.6077,1
blackyuki,math,88,84,3356,0.9545,0.025,0.3968,0.6032,1
blackyuki,combinatorics,25,24,813,0.96,0.0295,0.4017,0.5983,1
blackyuki,games,15,14,287,0.9333,0.0488,0.4026,0.5974,1
blackyuki,*special,3,3,370,1.0,0.0081,0.4049,0.5951,1
blackyuki,number theory,29,28,862,0.9655,0.0325,0.4057,0.5943,1
blackyuki,strings,11,11,792,1.0,0.0139,0.4083,0.5917,1
blackyuki,matrices,2,2,137,1.0,0.0146,0.4088,0.5912,1
blackyuki,greedy,119,116,3429,0.9748,0.0338,0.4102,0.5898,1
blackyuki,constructive algorithms,97,93,2035,0.9588,0.0457,0.4109,0.5891,1
blackyuki,meet-in-the-middle,1,1,51,1.0,0.0196,0.4118,0.5882,1
blackyuki,geometry,9,9,419,1.0,0.0215,0.4129,0.5871,1
blackyuki,2-sat,1,1,40,1.0,0.025,0.415,0.585,1
blackyuki,flows,4,4,160,1.0,0.025,0.415,0.585,1
blackyuki,hashing,6,6,235,1.0,0.0255,0.4153,0.5847,1
blackyuki,sortings,51,51,1212,1.0,0.0421,0.4252,0.5748,1
blackyuki,ternary search,3,3,69,1.0,0.0435,0.4261,0.5739,1
blackyuki,graph matchings,7,7,104,1.0,0.0673,0.4404,0.5596,1
blackyuki,chinese remainder theorem,2,2,24,1.0,0.0833,0.45,0.55,0
bladewaltz,*special,1,0,370,0.0,0.0,0.0,1.0,1
bladewaltz,fft,3,2,110,0.6667,0.0182,0.2776,0.7224,1
bladewaltz,flows,8,7,160,0.875,0.0438,0.3763,0.6238,1
bladewaltz,matrices,8,7,137,0.875,0.0511,0.3807,0.6193,1
bladewaltz,geometry,16,15,419,0.9375,0.0358,0.3965,0.6035,1
bladewaltz,expression parsing,1,1,35,1.0,0.0286,0.4171,0.5829,1
bladewaltz,graph matchings,4,4,104,1.0,0.0385,0.4231,0.5769,1
bladewaltz,chinese remainder theorem,1,1,24,1.0,0.0417,0.425,0.575,1
bladewaltz,implementation,184,180,2965,0.9783,0.0607,0.4277,0.5723,1
bladewaltz,probabilities,13,13,265,1.0,0.0491,0.4294,0.5706,1
bladewaltz,string suffix structures,5,5,100,1.0,0.05,0.43,0.57,1
bladewaltz,trees,83,79,934,0.9518,0.0846,0.4315,0.5685,1
bladewaltz,graphs,93,90,1187,0.9677,0.0758,0.4326,0.5674,1
bladewaltz,sortings,93,91,1212,0.9785,0.0751,0.4364,0.5636,1
bladewaltz,math,264,258,3356,0.9773,0.0769,0.437,0.563,1
bladewaltz,data structures,171,166,1974,0.9708,0.0841,0.4388,0.5612,1
bladewaltz,hashing,23,22,235,0.9565,0.0936,0.4388,0.5612,1
bladewaltz,strings,53,53,792,1.0,0.0669,0.4402,0.5598,1
bladewaltz,dp,209,204,2442,0.9761,0.0835,0.4406,0.5594,1
bladewaltz,greedy,311,304,3429,0.9775,0.0887,0.4442,0.5558,1
bladewaltz,2-sat,3,3,40,1.0,0.075,0.445,0.555,1
bladewaltz,constructive algorithms,162,161,2035,0.9938,0.0791,0.445,0.555,1
bladewaltz,dfs and similar,108,104,1040,0.963,0.1,0.4452,0.5548,1
bladewaltz,number theory,66,66,862,1.0,0.0766,0.4459,0.5541,1
bladewaltz,bitmasks,69,67,686,0.971,0.0977,0.447,0.553,1
bladewaltz,meet-in-the-middle,4,4,51,1.0,0.0784,0.4471,0.5529,1
bladewaltz,interactive,22,22,278,1.0,0.0791,0.4475,0.5525,1
bladewaltz,divide and conquer,41,39,344,0.9512,0.1134,0.4485,0.5515,1
bladewaltz,dsu,52,49,405,0.9423,0.121,0.4495,0.5505,1
bladewaltz,brute force,170,169,1935,0.9941,0.0873,0.4501,0.5499,0
bladewaltz,ternary search,6,6,69,1.0,0.087,0.4522,0.5478,0
bladewaltz,binary search,126,124,1247,0.9841,0.0994,0.4533,0.5467,0
bladewaltz,two pointers,65,64,625,0.9846,0.1024,0.4553,0.5447,0
bladewaltz,shortest paths,27,27,291,1.0,0.0928,0.4557,0.5443,0
bladewaltz,combinatorics,77,77,813,1.0,0.0947,0.4568,0.5432,0
bladewaltz,games,40,40,287,1.0,0.1394,0.4836,0.5164,0
bladewaltz,schedules,4,4,14,1.0,0.2857,0.5714,0.4286,0
block_in_mc,shortest paths,1,0,291,0.0,0.0,0.0,1.0,1
block_in_mc,trees,2,1,934,0.5,0.0011,0.2006,0.7994,1
block_in_mc,probabilities,2,1,265,0.5,0.0038,0.2023,0.7977,1
block_in_mc,graphs,3,2,1187,0.6667,0.0017,0.2677,0.7323,1
block_in_mc,brute force,9,6,1935,0.6667,0.0031,0.2685,0.7315,1
block_in_mc,divide and conquer,3,2,344,0.6667,0.0058,0.2702,0.7298,1
block_in_mc,interactive,3,2,278,0.6667,0.0072,0.271,0.729,1
block_in_mc,data structures,9,7,1974,0.7778,0.0035,0.3132,0.6868,1
block_in_mc,dp,14,11,2442,0.7857,0.0045,0.317,0.683,1
block_in_mc,number theory,5,4,862,0.8,0.0046,0.3228,0.6772,1
block_in_mc,dsu,5,4,405,0.8,0.0099,0.3259,0.6741,1
block_in_mc,two pointers,7,6,625,0.8571,0.0096,0.3486,0.6514,1
block_in_mc,binary search,8,7,1247,0.875,0.0056,0.3534,0.6466,1
block_in_mc,math,28,26,3356,0.9286,0.0077,0.3761,0.6239,1
block_in_mc,greedy,29,27,3429,0.931,0.0079,0.3771,0.6229,1
block_in_mc,dfs and similar,2,2,1040,1.0,0.0019,0.4012,0.5988,1
block_in_mc,implementation,10,10,2965,1.0,0.0034,0.402,0.598,1
block_in_mc,strings,3,3,792,1.0,0.0038,0.4023,0.5977,1
block_in_mc,geometry,2,2,419,1.0,0.0048,0.4029,0.5971,1
block_in_mc,constructive algorithms,11,11,2035,1.0,0.0054,0.4032,0.5968,1
block_in_mc,combinatorics,6,6,813,1.0,0.0074,0.4044,0.5956,1
block_in_mc,sortings,10,10,1212,1.0,0.0083,0.405,0.595,1
block_in_mc,fft,1,1,110,1.0,0.0091,0.4055,0.5945,1
block_in_mc,bitmasks,7,7,686,1.0,0.0102,0.4061,0.5939,1
block_in_mc,games,4,4,287,1.0,0.0139,0.4084,0.5916,1
block_in_mc,ternary search,2,2,69,1.0,0.029,0.4174,0.5826,1
bnnpuu,dsu,5,1,405,0.2,0.0025,0.0815,0.9185,1
bnnpuu,dfs and similar,3,1,1040,0.3333,0.001,0.1339,0.8661,1
bnnpuu,shortest paths,3,1,291,0.3333,0.0034,0.1354,0.8646,1
bnnpuu,graphs,10,5,1187,0.5,0.0042,0.2025,0.7975,1
bnnpuu,data structures,7,4,1974,0.5714,0.002,0.2298,0.7702,1
bnnpuu,trees,7,4,934,0.5714,0.0043,0.2311,0.7689,1
bnnpuu,two pointers,4,3,625,0.75,0.0048,0.3029,0.6971,1
bnnpuu,implementation,24,18,2965,0.75,0.0061,0.3036,0.6964,1
bnnpuu,binary search,12,9,1247,0.75,0.0072,0.3043,0.6957,1
bnnpuu,dp,15,12,2442,0.8,0.0049,0.3229,0.6771,1
bnnpuu,constructive algorithms,12,10,2035,0.8333,0.0049,0.3363,0.6637,1
bnnpuu,sortings,13,11,1212,0.8462,0.0091,0.3439,0.6561,1
bnnpuu,math,36,32,3356,0.8889,0.0095,0.3613,0.6387,1
bnnpuu,brute force,12,11,1935,0.9167,0.0057,0.3701,0.6299,1
bnnpuu,number theory,11,10,862,0.9091,0.0116,0.3706,0.6294,1
bnnpuu,greedy,39,36,3429,0.9231,0.0105,0.3755,0.6245,1
bnnpuu,*special,1,1,370,1.0,0.0027,0.4016,0.5984,1
bnnpuu,games,1,1,287,1.0,0.0035,0.4021,0.5979,1
bnnpuu,probabilities,1,1,265,1.0,0.0038,0.4023,0.5977,1
bnnpuu,bitmasks,3,3,686,1.0,0.0044,0.4026,0.5974,1
bnnpuu,geometry,3,3,419,1.0,0.0072,0.4043,0.5957,1
bnnpuu,combinatorics,6,6,813,1.0,0.0074,0.4044,0.5956,1
bnnpuu,strings,8,8,792,1.0,0.0101,0.4061,0.5939,1
bnnpuu,interactive,3,3,278,1.0,0.0108,0.4065,0.5935,1
bnnpuu,chinese remainder theorem,1,1,24,1.0,0.0417,0.425,0.575,1
bonopo,expression parsing,1,0,35,0.0,0.0,0.0,1.0,1
bonopo,*special,7,5,370,0.7143,0.0135,0.2938,0.7062,1
bonopo,flows,12,10,160,0.8333,0.0625,0.3708,0.6292,1
bonopo,2-sat,5,4,40,0.8,0.1,0.38,0.62,1
bonopo,graph matchings,10,9,104,0.9,0.0865,0.4119,0.5881,1
bonopo,string suffix structures,10,9,100,0.9,0.09,0.414,0.586,1
bonopo,fft,5,5,110,1.0,0.0455,0.4273,0.5727,1
bonopo,geometry,20,20,419,1.0,0.0477,0.4286,0.5714,1
bonopo,meet-in-the-middle,3,3,51,1.0,0.0588,0.4353,0.5647,1
bonopo,matrices,16,15,137,0.9375,0.1095,0.4407,0.5593,1
bonopo,schedules,1,1,14,1.0,0.0714,0.4429,0.5571,1
bonopo,shortest paths,35,33,291,0.9429,0.1134,0.4452,0.5548,1
bonopo,probabilities,28,27,265,0.9643,0.1019,0.4468,0.5532,1
bonopo,divide and conquer,37,36,344,0.973,0.1047,0.452,0.548,0
bonopo,implementation,331,321,2965,0.9698,0.1083,0.4529,0.5471,0
bonopo,hashing,28,27,235,0.9643,0.1149,0.4547,0.5453,0
bonopo,trees,125,119,934,0.952,0.1274,0.4572,0.5428,0
bonopo,graphs,152,147,1187,0.9671,0.1238,0.4611,0.5389,0
bonopo,games,43,41,287,0.9535,0.1429,0.4671,0.5329,0
bonopo,data structures,254,249,1974,0.9803,0.1261,0.4678,0.5322,0
bonopo,brute force,269,261,1935,0.9703,0.1349,0.469,0.531,0
bonopo,number theory,145,137,862,0.9448,0.1589,0.4733,0.5267,0
bonopo,dp,350,342,2442,0.9771,0.14,0.4749,0.5251,0
bonopo,chinese remainder theorem,3,3,24,1.0,0.125,0.475,0.525,0
bonopo,dsu,58,57,405,0.9828,0.1407,0.4775,0.5225,0
bonopo,strings,119,116,792,0.9748,0.1465,0.4778,0.5222,0
bonopo,combinatorics,117,115,813,0.9829,0.1415,0.478,0.522,0
bonopo,ternary search,9,9,69,1.0,0.1304,0.4783,0.5217,0
bonopo,math,511,498,3356,0.9746,0.1484,0.4789,0.5211,0
bonopo,dfs and similar,149,147,1040,0.9866,0.1413,0.4794,0.5206,0
bonopo,binary search,182,179,1247,0.9835,0.1435,0.4795,0.5205,0
bonopo,sortings,174,172,1212,0.9885,0.1419,0.4806,0.5194,0
bonopo,constructive algorithms,327,318,2035,0.9725,0.1563,0.4828,0.5172,0
bonopo,bitmasks,109,107,686,0.9817,0.156,0.4862,0.5138,0
bonopo,interactive,46,45,278,0.9783,0.1619,0.4884,0.5116,0
bonopo,greedy,626,614,3429,0.9808,0.1791,0.4998,0.5002,0
bonopo,two pointers,111,110,625,0.991,0.176,0.502,0.498,0
bonopo,communication,1,1,3,1.0,0.3333,0.6,0.4,0
bookcat,communication,1,0,3,0.0,0.0,0.0,1.0,1
bookcat,string suffix structures,3,2,100,0.6667,0.02,0.2787,0.7213,1
bookcat,matrices,4,3,137,0.75,0.0219,0.3131,0.6869,1
bookcat,trees,38,32,934,0.8421,0.0343,0.3574,0.6426,1
bookcat,flows,7,6,160,0.8571,0.0375,0.3654,0.6346,1
bookcat,probabilities,8,7,265,0.875,0.0264,0.3658,0.6342,1
bookcat,interactive,24,20,278,0.8333,0.0719,0.3765,0.6235,1
bookcat,data structures,87,77,1974,0.8851,0.039,0.3774,0.6226,1
bookcat,dp,125,110,2442,0.88,0.045,0.379,0.621,1
bookcat,bitmasks,49,42,686,0.8571,0.0612,0.3796,0.6204,1
bookcat,combinatorics,54,47,813,0.8704,0.0578,0.3828,0.6172,1
bookcat,divide and conquer,18,16,344,0.8889,0.0465,0.3835,0.6165,1
bookcat,dfs and similar,50,46,1040,0.92,0.0442,0.3945,0.6055,1
bookcat,strings,33,31,792,0.9394,0.0391,0.3992,0.6008,1
bookcat,*special,1,1,370,1.0,0.0027,0.4016,0.5984,1
bookcat,graphs,52,49,1187,0.9423,0.0413,0.4017,0.5983,1
bookcat,games,15,14,287,0.9333,0.0488,0.4026,0.5974,1
bookcat,implementation,102,98,2965,0.9608,0.0331,0.4041,0.5959,1
bookcat,binary search,77,72,1247,0.9351,0.0577,0.4087,0.5913,1
bookcat,brute force,123,115,1935,0.935,0.0594,0.4096,0.5904,1
bookcat,meet-in-the-middle,1,1,51,1.0,0.0196,0.4118,0.5882,1
bookcat,number theory,53,50,862,0.9434,0.058,0.4122,0.5878,1
bookcat,hashing,5,5,235,1.0,0.0213,0.4128,0.5872,1
bookcat,constructive algorithms,130,123,2035,0.9462,0.0604,0.4147,0.5853,1
bookcat,math,195,186,3356,0.9538,0.0554,0.4148,0.5852,1
bookcat,greedy,250,235,3429,0.94,0.0685,0.4171,0.5829,1
bookcat,sortings,68,66,1212,0.9706,0.0545,0.4209,0.5791,1
bookcat,geometry,16,16,419,1.0,0.0382,0.4229,0.5771,1
bookcat,shortest paths,12,12,291,1.0,0.0412,0.4247,0.5753,1
bookcat,chinese remainder theorem,1,1,24,1.0,0.0417,0.425,0.575,1
bookcat,dsu,22,22,405,1.0,0.0543,0.4326,0.5674,1
bookcat,expression parsing,2,2,35,1.0,0.0571,0.4343,0.5657,1
bookcat,fft,7,7,110,1.0,0.0636,0.4382,0.5618,1
bookcat,graph matchings,7,7,104,1.0,0.0673,0.4404,0.5596,1
bookcat,two pointers,43,43,625,1.0,0.0688,0.4413,0.5587,1
bookcat,schedules,1,1,14,1.0,0.0714,0.4429,0.5571,1
bookcat,ternary search,6,6,69,1.0,0.087,0.4522,0.5478,0
bookcat,2-sat,4,4,40,1.0,0.1,0.46,0.54,0
bugfeature,bitmasks,1,0,686,0.0,0.0,0.0,1.0,1
bugfeature,divide and conquer,1,0,344,0.0,0.0,0.0,1.0,1
bugfeature,geometry,1,0,419,0.0,0.0,0.0,1.0,1
bugfeature,combinatorics,3,1,813,0.3333,0.0012,0.1341,0.8659,1
bugfeature,dp,5,2,2442,0.4,0.0008,0.1605,0.8395,1
bugfeature,binary search,2,1,1247,0.5,0.0008,0.2005,0.7995,1
bugfeature,two pointers,2,1,625,0.5,0.0016,0.201,0.799,1
bugfeature,interactive,2,1,278,0.5,0.0036,0.2022,0.7978,1
bugfeature,math,11,6,3356,0.5455,0.0018,0.2193,0.7807,1
bugfeature,number theory,3,2,862,0.6667,0.0023,0.2681,0.7319,1
bugfeature,constructive algorithms,9,6,2035,0.6667,0.0029,0.2684,0.7316,1
bugfeature,greedy,15,10,3429,0.6667,0.0029,0.2684,0.7316,1
bugfeature,dsu,3,2,405,0.6667,0.0049,0.2696,0.7304,1
bugfeature,brute force,7,5,1935,0.7143,0.0026,0.2873,0.7127,1
bugfeature,implementation,4,3,2965,0.75,0.001,0.3006,0.6994,1
bugfeature,trees,4,3,934,0.75,0.0032,0.3019,0.6981,1
bugfeature,data structures,2,2,1974,1.0,0.001,0.4006,0.5994,1
bugfeature,strings,1,1,792,1.0,0.0013,0.4008,0.5992,1
bugfeature,sortings,2,2,1212,1.0,0.0017,0.401,0.599,1
bugfeature,graphs,3,3,1187,1.0,0.0025,0.4015,0.5985,1
bugfeature,dfs and similar,3,3,1040,1.0,0.0029,0.4017,0.5983,1
bugfeature,games,1,1,287,1.0,0.0035,0.4021,0.5979,1
bugfeature,hashing,1,1,235,1.0,0.0043,0.4026,0.5974,1
bugfeature,matrices,1,1,137,1.0,0.0073,0.4044,0.5956,1
bugfeature,graph matchings,1,1,104,1.0,0.0096,0.4058,0.5942,1
bugfeature,string suffix structures,1,1,100,1.0,0.01,0.406,0.594,1
bunH2O,*special,1,0,370,0.0,0.0,0.0,1.0,1
bunH2O,string suffix structures,1,0,100,0.0,0.0,0.0,1.0,1
bunH2O,matrices,6,3,137,0.5,0.0219,0.2131,0.7869,1
bunH2O,probabilities,11,6,265,0.5455,0.0226,0.2318,0.7682,1
bunH2O,hashing,9,7,235,0.7778,0.0298,0.329,0.671,1
bunH2O,shortest paths,6,5,291,0.8333,0.0172,0.3436,0.6564,1
bunH2O,data structures,82,69,1974,0.8415,0.035,0.3576,0.6424,1
bunH2O,divide and conquer,19,16,344,0.8421,0.0465,0.3647,0.6353,1
bunH2O,bitmasks,44,37,686,0.8409,0.0539,0.3687,0.6313,1
bunH2O,graphs,42,37,1187,0.881,0.0312,0.3711,0.6289,1
bunH2O,trees,61,52,934,0.8525,0.0557,0.3744,0.6256,1
bunH2O,dfs and similar,52,46,1040,0.8846,0.0442,0.3804,0.6196,1
bunH2O,dp,118,105,2442,0.8898,0.043,0.3817,0.6183,1
bunH2O,interactive,29,24,278,0.8276,0.0863,0.3828,0.6172,1
bunH2O,two pointers,35,31,625,0.8857,0.0496,0.384,0.616,1
bunH2O,brute force,115,103,1935,0.8957,0.0532,0.3902,0.6098,1
bunH2O,strings,43,39,792,0.907,0.0492,0.3923,0.6077,1
bunH2O,combinatorics,50,45,813,0.9,0.0554,0.3932,0.6068,1
bunH2O,binary search,46,43,1247,0.9348,0.0345,0.3946,0.6054,1
bunH2O,math,213,193,3356,0.9061,0.0575,0.3969,0.6031,1
bunH2O,dsu,16,15,405,0.9375,0.037,0.3972,0.6028,1
bunH2O,implementation,125,117,2965,0.936,0.0395,0.3981,0.6019,1
