user,solved,attempts,solve_rate,avg_attempts,avg_problem_rating,max_problem_rating,rating,max_rating
jtrh,1357,3046,0.44550229809586345,2.2446573323507737,1872,3000,2018,2307
jumpmelon,300,564,0.5319148936170213,1.88,1701,3500,2291,2555
jununu0811,451,889,0.5073115860517435,1.9711751662971175,1264,2500,2050,2246
k1r1t0,1991,3868,0.5147362978283351,1.9427423405323958,1599,3500,2587,2809
k4k7us,429,627,0.6842105263157895,1.4615384615384615,1239,3500,2108,2108
kafamcokkaristi,1097,3261,0.3363998773382398,2.9726526891522336,1352,3000,2133,2248
kalimm,1796,5847,0.30716606806909524,3.255567928730512,1755,3400,2093,2607
kamyak,1105,2197,0.5029585798816568,1.988235294117647,1419,2800,2168,2170
karthik789murugan,40,81,0.49382716049382713,2.025,1222,2700,2028,2028
kcatsuh,95,243,0.39094650205761317,2.557894736842105,1574,3000,2122,2159
kdy8128,253,420,0.6023809523809524,1.6600790513833992,1344,2600,2266,2350
keisuke6,660,1534,0.4302477183833116,2.324242424242424,1523,3300,2538,2693
kevin,1976,5031,0.39276485788113696,2.5460526315789473,1658,3300,2296,2399
kevinyang,2857,5679,0.5030815284381053,1.9877493874693735,1651,3500,2723,2723
khanhdang2109,394,604,0.652317880794702,1.532994923857868,1385,2900,2090,2090
khoianh,581,1256,0.4625796178343949,2.161790017211704,1438,3200,2108,2169
kidw0124,331,816,0.4056372549019608,2.4652567975830815,1299,2600,2271,2271
kindmango,1101,2102,0.5237868696479543,1.9091734786557675,1731,2900,1942,2135
kingmessi,1819,4353,0.417872731449575,2.3930731170973063,1571,3000,2110,2319
kishanreddy1230,87,176,0.4943181818181818,2.0229885057471266,1194,2700,2279,2279
kit27.am23,68,215,0.31627906976744186,3.161764705882353,1195,2200,2139,2139
kizen,797,1754,0.45438996579247437,2.2007528230865745,1741,3500,2604,2884
kkykky,262,721,0.3633841886269071,2.7519083969465647,2187,3500,2182,2182
kl0989e,351,592,0.5929054054054054,1.6866096866096867,1817,3200,2259,2259
kmjp,7472,16657,0.44858017650237136,2.2292558886509637,1686,3500,2447,2901
knightL,1456,2684,0.5424739195230999,1.8434065934065933,1678,3100,2181,2634
ko_osaga,1646,3706,0.4441446303291959,2.2515188335358443,1987,3500,2685,3500
kolorVXL,483,866,0.5577367205542725,1.7929606625258798,1505,2900,2399,2512
kondasujay2,904,2541,0.3557654466745376,2.810840707964602,1887,3400,2380,2465
konghaojie,2787,4190,0.6651551312649164,1.5034086831718694,1438,2600,2222,2269
konichi,28,46,0.6086956521739131,1.6428571428571428,1407,2600,2203,2203
kostylevGO,513,1076,0.4767657992565056,2.0974658869395713,1547,3100,2440,2614
kotatsugame,4059,6107,0.6646471262485673,1.5045577728504558,1658,3500,2821,3327
ksun48,2934,6229,0.47102263605715206,2.1230402181322425,1862,3500,3106,3781
kunzaZa183,1605,3043,0.5274400262898455,1.8959501557632399,1270,3000,2140,2227
kylin0610,230,454,0.5066079295154186,1.9739130434782608,1483,2900,2124,2239
l1l_pr1nce,80,210,0.38095238095238093,2.625,1258,2900,2471,2471
lagrange_i_f,629,1471,0.4276002719238613,2.338632750397456,1888,3500,2230,2230
lbm47,796,1691,0.47072738024837374,2.1243718592964824,1602,3500,2295,2295
lbq_star,355,817,0.43451652386780903,2.3014084507042254,1286,3000,2072,2072
lchmax37,717,892,0.8038116591928252,1.2440725244072524,1029,2700,2209,2209
lcyxds,679,1197,0.5672514619883041,1.7628865979381443,1568,3200,2455,2720
leaf1415,4549,9013,0.5047154110728947,1.9813145746317873,1673,3500,2421,2727
leduchuy,307,755,0.4066225165562914,2.45928338762215,1112,2600,2095,2111
leg,992,1988,0.49899396378269617,2.004032258064516,1496,3000,2362,2393
leidexuan,126,348,0.3620689655172414,2.761904761904762,1997,3400,2204,2204
leinad2,883,1717,0.5142690739662201,1.9445073612684032,1774,3500,2756,2958
lethan3,1380,3100,0.44516129032258067,2.246376811594203,1486,3500,2117,2506
lftroq,1924,3883,0.49549317537986093,2.018191268191268,1279,3000,2051,2051
lg_zhou,410,1126,0.3641207815275311,2.7463414634146344,1588,3500,2100,2186
liaoz123,1086,2372,0.45784148397976393,2.1841620626151013,1974,3500,2303,2303
libobil,686,1657,0.4140012070006035,2.4154518950437316,1446,3000,2278,2581
licnn,473,2201,0.2149023171285779,4.653276955602537,1679,3500,1959,2173
lightseba,1292,3147,0.41054972990149347,2.4357585139318885,1702,3500,2234,2508
lihaochen,578,1625,0.3556923076923077,2.811418685121107,1837,3400,2064,2074
linyue,75,177,0.423728813559322,2.36,1921,3500,2068,2068
literalchild,694,1585,0.43785488958990537,2.2838616714697406,1777,3500,2730,3065
littleju,51,129,0.3953488372093023,2.5294117647058822,1947,3400,2615,2615
liuweih,907,2136,0.424625468164794,2.355016538037486,1717,3500,2304,2304
liyouran,445,1386,0.32106782106782106,3.114606741573034,2572,3500,2420,2610
lldxjw,612,1678,0.36471990464839094,2.741830065359477,1948,3500,2021,2223
longago_06,770,1599,0.4815509693558474,2.0766233766233766,1264,2900,2260,2260
lookcook,1677,5326,0.3148704468644386,3.1759093619558736,1638,2800,2152,2285
love_seeker,201,597,0.33668341708542715,2.970149253731343,1607,3100,2611,2611
low_cortisol,57,90,0.6333333333333333,1.5789473684210527,2036,3500,2302,2302
luckym_123,25,42,0.5952380952380952,1.68,1472,2700,2330,2330
lucri,627,1452,0.4318181818181818,2.3157894736842106,1500,3400,2172,2262
luguanshijiandaole,48,82,0.5853658536585366,1.7083333333333333,1418,2400,2247,2247
lumine_scence,305,670,0.4552238805970149,2.19672131147541,1487,3100,2372,2427
m1stzy._.,311,829,0.3751507840772014,2.665594855305466,1671,3200,2160,2160
ma_moutahid,1052,2848,0.3693820224719101,2.7072243346007605,1429,3500,2019,2247
machine_solution,670,1523,0.43992120814182534,2.273134328358209,1490,3300,2384,2398
madamadam,434,1223,0.35486508585445625,2.8179723502304146,1470,3000,2193,2193
magikrap,372,863,0.43105446118192353,2.3198924731182795,1424,2800,2060,2149
magnuseifr,1082,2015,0.5369727047146402,1.8622920517560073,1280,2900,1935,2172
mahiro_zcy,1010,2684,0.37630402384500744,2.6574257425742576,1451,3200,2399,2399
makeit427,23,46,0.5,2.0,1560,2700,2277,2277
malachi_toney_goat,1479,3350,0.44149253731343285,2.265043948613928,1587,3300,2165,2369
mango.,895,1884,0.4750530785562633,2.1050279329608936,1597,3300,2481,2622
maomao90,1455,4095,0.3553113553113553,2.814432989690722,1788,3500,2371,2701
marc2825,820,1618,0.5067985166872683,1.973170731707317,1335,2800,2278,2384
maroonrk,2134,3671,0.5813129937346772,1.7202436738519213,2250,3500,3361,3650
marttians,1440,4058,0.35485460818137016,2.8180555555555555,1459,3500,2065,2161
masonpop,1121,2563,0.43737807257120564,2.286351471900089,1968,3500,2645,2645
maspy,10673,17800,0.5996067415730337,1.667759767637965,1858,3500,3038,3489
masy2011,898,2050,0.4380487804878049,2.282850779510022,1746,3500,2416,2416
mathiasgw,1277,2435,0.524435318275154,1.9068128425998434,1651,3500,2192,2245
mattiasj,148,227,0.6519823788546255,1.5337837837837838,965,2600,1966,2022
max0000561,452,1101,0.410535876475931,2.435840707964602,1607,3500,2081,2295
max67,638,2377,0.2684055532183425,3.725705329153605,2264,3500,2190,2561
maxplus,1301,7399,0.1758345722394918,5.687163720215219,1921,3500,2578,2890
medmdg_3,552,1272,0.4339622641509434,2.3043478260869565,1276,2800,2268,2388
menborong,1368,2749,0.4976355038195708,2.009502923976608,1373,3100,2045,2482
middle_man,972,2081,0.46708313310908217,2.1409465020576133,1539,3100,2470,2877
midnight_dream,72,124,0.5806451612903226,1.7222222222222223,1044,2200,2029,2029
mihamag,362,1085,0.3336405529953917,2.9972375690607733,1192,2700,2104,2104
minhcool,1350,4098,0.3294289897510981,3.0355555555555553,1582,3400,2250,2588
minhnguyenxuan60,1653,4030,0.4101736972704715,2.4379915305505144,1425,3500,2084,2174
mircea_007,476,998,0.47695390781563124,2.096638655462185,1542,3500,2376,2376
mircle-,1898,4891,0.3880597014925373,2.576923076923077,1688,3200,2075,2175
mjtai,2513,5018,0.5007971303308091,1.9968165539196179,1513,3000,2016,2336
mkx2023275_,653,1711,0.3816481589713618,2.6202143950995405,1978,3400,2059,2178
mochaowo,371,713,0.520336605890603,1.9218328840970351,1398,2800,2089,2160
modongtao,590,1121,0.5263157894736842,1.9,1711,3500,2093,2215
moe.tsuki,460,1077,0.4271123491179202,2.341304347826087,1710,3200,2272,2618
moksha30,281,573,0.49040139616055844,2.03914590747331,1001,2200,2107,2107
momohara,686,1231,0.5572705117790414,1.7944606413994169,1525,3400,2085,2351
morandyg,390,813,0.4797047970479705,2.0846153846153848,1760,3500,2276,2276
mrthimote,548,1062,0.5160075329566854,1.937956204379562,1693,2900,2370,2613
msab3f,808,1874,0.4311632870864461,2.3193069306930694,1725,3100,2014,2080
mtsd,1127,2236,0.5040250447227191,1.9840283939662822,1740,3200,2553,2879
mwen,1023,1973,0.518499746578814,1.9286412512218964,1590,3500,2172,2419
myoi0905,528,1089,0.48484848484848486,2.0625,1589,3500,2160,2403
mythofys,792,1809,0.43781094527363185,2.284090909090909,1350,2700,2032,2109
naneosmic,384,991,0.3874873864783047,2.5807291666666665,1459,3500,1947,2155
natsugiri,3688,5760,0.6402777777777777,1.561822125813449,1706,3500,2223,2960
newbie_wrz,84,148,0.5675675675675675,1.7619047619047619,1769,3000,2885,2885
ngocnghia,131,296,0.44256756756756754,2.2595419847328246,1490,3000,2056,2371
nguyengiabach1201,363,813,0.44649446494464945,2.239669421487603,1573,2900,2117,2149
nhphuc,1496,3320,0.4506024096385542,2.2192513368983957,1408,3500,2057,2137
nigus,1318,2898,0.45479641131815046,2.1987860394537178,1582,3200,2155,2743
nishkarsh,1199,2574,0.4658119658119658,2.146788990825688,1816,3500,2158,2454
nitram,576,1522,0.37844940867279897,2.642361111111111,1542,3500,2427,2573
niwrad,471,973,0.4840698869475848,2.0658174097664546,1645,2600,2191,2191
nohandle_5,103,195,0.5282051282051282,1.8932038834951457,1391,2400,2090,2141
noimi,2786,7683,0.36261876871013926,2.757717157214645,1836,3500,2884,3353
not10hour,47,80,0.5875,1.702127659574468,1242,2400,2024,2024
now_cow,509,1256,0.4052547770700637,2.4675834970530452,1435,3100,2262,2305
noya2,2203,3089,0.7131757850437035,1.4021788470267817,1542,3500,2349,2743
nullbrain_,27,53,0.5094339622641509,1.962962962962963,1511,2700,2410,2410
o7ro,52,96,0.5416666666666666,1.8461538461538463,1503,3100,2368,2368
ocharin,798,1529,0.5219097449313277,1.9160401002506267,1602,3500,2355,2365
ococonomy1,728,1367,0.5325530358449159,1.8777472527472527,1342,3000,2048,2183
octane,468,1011,0.4629080118694362,2.16025641025641,1321,2600,2059,2368
ok12,691,1657,0.41701870850935424,2.397973950795948,1124,2500,2060,2060
omaltsev,46,317,0.14511041009463724,6.891304347826087,1302,2900,2173,2173
omsincoconut,809,2066,0.39157792836398836,2.553770086526576,1374,3500,2139,2251
onlyfanz,69,121,0.5702479338842975,1.7536231884057971,1528,2700,2393,2393
oqmsac,266,514,0.5175097276264592,1.9323308270676691,1407,2800,2209,2374
orange_man,78,83,0.9397590361445783,1.064102564102564,1619,3000,2248,2248
orz,679,1426,0.4761570827489481,2.1001472754050075,1721,3500,2372,2818
overthinker,1337,2854,0.4684653118430273,2.1346297681376214,1184,3100,2092,2138
oyzr,392,1227,0.31947840260798693,3.1301020408163267,2269,3500,2037,2046
pandaforever,135,233,0.5793991416309013,1.7259259259259259,1689,3100,2413,2587
pangz,1204,2978,0.4042981867024849,2.473421926910299,1364,3100,2075,2075
panospask,441,1134,0.3888888888888889,2.5714285714285716,1671,3200,2012,2131
paracompact,1461,2108,0.6930740037950665,1.4428473648186173,1453,3500,2465,2560
parkky,571,702,0.8133903133903134,1.2294220665499125,1356,2800,2123,2294
patak,622,1394,0.44619799139167865,2.2411575562700965,1638,3200,2234,2234
peace,108,169,0.6390532544378699,1.5648148148148149,1557,3300,2017,2197
pera2008,1324,3450,0.383768115942029,2.605740181268882,1378,3000,2093,2212
perchuts,1363,3052,0.44659239842726084,2.239178283198826,1613,3500,2094,2227
permutation,432,871,0.49598163030998854,2.0162037037037037,1704,3500,2677,2868
peti1234,5878,9923,0.592361181094427,1.6881592378359986,1720,3500,2687,3261
phoenix0423,867,1853,0.46788990825688076,2.1372549019607843,1596,3100,2265,2563
physics0523,3679,6286,0.5852688514158447,1.7086164718673553,1558,3500,2513,2795
piaoyun,743,1382,0.5376266280752533,1.8600269179004039,1716,3200,2091,2357
pigstd,971,2528,0.3840981012658228,2.603501544799176,2033,3500,3064,3064
platter,1427,2967,0.4809571958206943,2.079187105816398,1848,3500,2751,2900
pocky9,28,54,0.5185185185185185,1.9285714285714286,1385,2300,2056,2056
polosatic,1109,3726,0.297638217928073,3.3597835888187557,1449,3500,2063,2351
potato167,2268,3695,0.6138024357239513,1.629188712522046,1750,3500,3246,3368
prins,1477,3640,0.40576923076923077,2.4644549763033177,1519,3500,2171,2398
profesor.programiranje,42,72,0.5833333333333334,1.7142857142857142,1392,2600,2145,2145
prunv,81,170,0.4764705882352941,2.0987654320987654,1393,2400,2067,2067
prz1213,1090,1920,0.5677083333333334,1.761467889908257,1337,2700,1951,2235
quaha,1565,2625,0.5961904761904762,1.6773162939297124,1235,2700,2093,2240
quanjun,2118,4764,0.4445843828715365,2.2492917847025495,1416,2800,1851,2198
quchen666,72,141,0.5106382978723404,1.9583333333333333,1304,2500,2030,2081
qusol,545,1154,0.47227036395147315,2.1174311926605505,1528,3000,2535,2535
qwef_,338,700,0.4828571428571429,2.0710059171597632,1735,3500,2424,2637
railx,42,53,0.7924528301886793,1.2619047619047619,1314,2400,2108,2108
raresh30,973,2017,0.4823996033713436,2.0729701952723536,1271,3100,2192,2192
re-wa-tl-ok,796,2700,0.2948148148148148,3.391959798994975,1394,3500,2081,2151
realcomplex,2871,6910,0.4154848046309696,2.4068268895855103,1649,3500,2194,2596
reil_st,435,911,0.4774972557628979,2.094252873563218,1559,3100,2422,2620
rep,72,180,0.4,2.5,1547,2800,2499,2499
restart_to_revive,238,607,0.39209225700164746,2.5504201680672267,1449,3000,2071,2131
rgnerdplayer,3942,7579,0.5201213880459163,1.9226281075596143,1640,3500,2624,2624
ricefruit,27,38,0.7105263157894737,1.4074074074074074,1440,2500,2437,2444
rise_of_lasvegas,142,322,0.4409937888198758,2.267605633802817,1677,3100,2112,2112
risujiroh,3289,5774,0.5696224454450988,1.75554879902706,1725,3400,2456,2950
rlakkh,82,220,0.37272727272727274,2.682926829268293,1764,3500,2335,2335
robert9524,661,1394,0.47417503586800575,2.1089258698941,1457,2800,2161,2215
robertfan,171,595,0.28739495798319326,3.47953216374269,2077,3500,2220,2422
roycf123,617,1413,0.43665958952583156,2.2901134521880064,1217,2500,2129,2151
rrmpwn_,43,84,0.5119047619047619,1.9534883720930232,1409,2800,2039,2131
ryotori,136,242,0.5619834710743802,1.7794117647058822,1425,2300,2095,2239
sahasrad,561,1213,0.4624896949711459,2.162210338680927,1338,2800,2127,2164
sahaun,2079,4668,0.4453727506426735,2.2453102453102454,1321,3000,2135,2188
sahil2213,54,71,0.7605633802816901,1.3148148148148149,1451,2900,1974,2260
sahilsingh177,266,543,0.48987108655616945,2.0413533834586466,1443,3500,2374,2374
same0620,246,622,0.3954983922829582,2.5284552845528454,1212,2500,2305,2305
sav,622,1792,0.3470982142857143,2.8810289389067525,1319,3500,2161,2161
scanhex,557,1464,0.38046448087431695,2.6283662477558347,1629,3400,2262,2802
sevlll777,2485,8103,0.30667653955325186,3.2607645875251507,1536,3500,2519,2812
shade34,615,1184,0.5194256756756757,1.9252032520325204,1330,3500,1808,2342
shinchankosen,843,1471,0.5730795377294358,1.744958481613286,1546,3500,2085,2438
shiomusubi496,453,745,0.6080536912751678,1.6445916114790287,1650,3500,2793,3166
shqrky,664,1562,0.42509603072983354,2.352409638554217,1641,3300,2119,2385
shy_guy_16,51,135,0.37777777777777777,2.6470588235294117,1131,2500,1784,2022
sieun_k,55,112,0.49107142857142855,2.036363636363636,1220,2400,2122,2122
siganai,2009,3533,0.5686385508066799,1.7585863613738177,1599,3200,2615,2783
skkkh,322,874,0.3684210526315789,2.7142857142857144,2348,3500,2521,2599
skyhgzsh,387,1037,0.37319189971070393,2.6795865633074936,1287,3200,2048,2158
sleepaka,31,55,0.5636363636363636,1.7741935483870968,1422,2800,2326,2326
sleepisweak,21,33,0.6363636363636364,1.5714285714285714,1442,2700,2052,2052
smilences,706,2111,0.33443865466603506,2.990084985835694,1655,3500,2265,2265
snowysecret,2515,5843,0.4304295738490501,2.3232604373757457,1619,3200,2276,2481
snuke,730,1754,0.4161915621436716,2.4027397260273973,1941,3500,2854,3251
sorohue,192,389,0.493573264781491,2.0260416666666665,1529,3100,2403,2403
soundinggold,180,698,0.25787965616045844,3.8777777777777778,2232,2600,2120,2144
stan23456,1004,2327,0.4314568113450795,2.3177290836653386,1510,3400,2180,2204
sto_lgvc_orz,211,457,0.4617067833698031,2.1658767772511847,1263,3000,2214,2214
strapple,1171,2859,0.4095837705491431,2.4415029888983772,2359,3500,3515,3515
studyyyzz,140,388,0.36082474226804123,2.7714285714285714,2370,3500,2174,2184
superguymj,968,1765,0.5484419263456091,1.8233471074380165,1933,3500,2847,2858
superi0r,38,70,0.5428571428571428,1.8421052631578947,1365,2400,2068,2136
surajchip2,734,1979,0.3708943911066195,2.696185286103542,1718,3200,2267,2356
syysongyuyang,395,1110,0.35585585585585583,2.810126582278481,1714,3500,2326,2326
szh131421,308,660,0.4666666666666667,2.142857142857143,2025,3500,2219,2234
t98slider,3636,7018,0.518096323738957,1.9301430143014302,1279,2800,2082,2248
tabr,1927,4058,0.4748644652538196,2.105864037363778,1703,3300,2386,2889
tanayy0207,154,320,0.48125,2.0779220779220777,960,2300,2088,2088
tankcommander,61,95,0.6421052631578947,1.5573770491803278,1280,2200,2131,2131
tanmuling0429,484,1280,0.378125,2.644628099173554,1605,3500,2320,2463
tch1cherin,2232,5570,0.4007181328545781,2.4955197132616487,1466,3400,2120,2443
tealab,27,47,0.574468085106383,1.7407407407407407,1522,2500,2024,2280
teekaytai,465,825,0.5636363636363636,1.7741935483870968,1547,3200,2052,2312
tem_shett,1005,2415,0.4161490683229814,2.4029850746268657,1608,3500,2337,2473
temporary1,1587,4085,0.38849449204406367,2.5740390674228104,1869,2900,2235,2368
tempura0224,803,1605,0.5003115264797507,1.9987546699875467,1687,3100,2568,2740
testing5294,66,140,0.4714285714285714,2.121212121212121,1542,2700,2154,2173
tfg,3072,7385,0.41597833446174676,2.4039713541666665,1746,3500,2330,2841
thangdz2k7,574,1940,0.2958762886597938,3.3797909407665507,1763,3500,2163,2333
thanos_2,171,389,0.43958868894601544,2.2748538011695905,1469,2800,2174,2281
thibautblanc,337,454,0.7422907488986784,1.3471810089020773,1367,3100,2170,2170
thomaswmy,664,2223,0.2986954565901934,3.3478915662650603,2405,3500,2855,2863
tianbincheng,499,990,0.5040404040404041,1.9839679358717435,1463,3300,2387,2441
timreizin,1444,3426,0.4214827787507297,2.3725761772853184,1482,3400,2087,2293
tinca_matei,752,1602,0.46941323345817726,2.13031914893617,1677,3300,2267,2382
toam,2130,4356,0.4889807162534435,2.045070422535211,1597,3300,2465,2848
toku4388,390,776,0.5025773195876289,1.9897435897435898,1310,2700,2067,2135
toomer,269,486,0.5534979423868313,1.8066914498141264,1593,2900,2414,2414
tourist,2614,3990,0.6551378446115288,1.5263963274674828,1968,3500,3470,4009
trappedintesseract,309,717,0.4309623430962343,2.320388349514563,1316,2700,2106,2106
trash-can,492,812,0.6059113300492611,1.6504065040650406,1501,3000,2237,2237
trs719,164,384,0.4270833333333333,2.341463414634146,1998,3400,2047,2047
truongminhduc_beo,44,135,0.32592592592592595,3.0681818181818183,1386,2700,2108,2108
trybetter,188,361,0.5207756232686981,1.9202127659574468,1485,3000,2325,2461
ttamx,2572,5082,0.5060999606454152,1.9758942457231727,1701,3500,2471,2813
turmax,2276,7347,0.3097863073363277,3.2280316344463973,1900,3500,3340,3559
turneja,698,1405,0.496797153024911,2.012893982808023,1736,3500,2432,2432
turska,1347,3067,0.43919139223997394,2.2769116555308093,1739,3300,2209,2361
tute7627,3391,5693,0.5956437730546285,1.678855794750811,1735,3500,2668,3102
txngled,98,183,0.5355191256830601,1.8673469387755102,1380,3100,2031,2213
tychoelling,1932,3621,0.5335542667771334,1.874223602484472,1579,3400,2042,2160
tymond,1006,2138,0.470533208606174,2.125248508946322,1486,3300,2165,2165
ub33,1592,2858,0.5570328901329601,1.7952261306532664,1599,3500,2189,2394
ukbwyx,1003,2549,0.3934876422126324,2.5413758723828512,1734,3500,2408,2553
umbrella-leaf,1229,2947,0.4170342721411605,2.3978844589096826,2272,3500,2815,3085
umnov.max55,139,277,0.5018050541516246,1.9928057553956835,1089,3000,2075,2075
under1oop,140,283,0.49469964664310956,2.0214285714285714,1447,2500,1948,2268
urosk,892,3161,0.2821891806390383,3.5437219730941703,1493,3500,2128,2266
va1bh3v,245,399,0.6140350877192983,1.6285714285714286,1719,3500,2139,2139
vako_P,1113,2293,0.4853903183602268,2.0601976639712487,1463,3000,1962,2174
valavshonok,3700,7313,0.5059483112265828,1.9764864864864864,1412,3500,2126,2136
variance,732,1224,0.5980392156862745,1.6721311475409837,1385,3100,2552,2552
vegemite,363,696,0.521551724137931,1.9173553719008265,1440,2800,2289,2289
vid,735,1396,0.5265042979942693,1.8993197278911564,1480,3100,2025,2100
wabca,452,839,0.5387365911799762,1.8561946902654867,1834,3500,2149,2230
wamachine_,23,38,0.6052631578947368,1.6521739130434783,1356,2400,2015,2015
wangzeyu2013,161,454,0.35462555066079293,2.8198757763975157,1257,2400,1821,2044
waste_f,251,664,0.37801204819277107,2.645418326693227,1563,3300,2070,2378
weirdflexbutok,2444,6823,0.35820020518833356,2.791734860883797,1565,3400,2128,2273
wenqizhi,1076,2177,0.4942581534221406,2.0232342007434942,1871,3500,2265,2265
wind_cross,727,2154,0.3375116063138347,2.9628610729023386,1655,3500,2119,2389
wjyhz,229,405,0.5654320987654321,1.7685589519650655,1221,2400,2085,2085
wuyuetong,400,932,0.4291845493562232,2.33,1298,3100,1988,2090
www.com,937,3540,0.2646892655367232,3.7780149413020276,1571,3400,2170,2196
www_bilibili_com,411,1057,0.3888363292336802,2.5717761557177616,1798,3500,2302,2449
x3x3,1372,3060,0.44836601307189544,2.2303206997084546,1726,3000,2130,2169
xiaoxiaobaozi,682,1312,0.5198170731707317,1.9237536656891496,1544,3400,2434,2434
xiaoyezi2007,368,600,0.6133333333333333,1.6304347826086956,1304,3500,2112,2112
xly_tyty,1077,2279,0.47257569109258446,2.116063138347261,1922,3300,2105,2175
xyyjy,26,51,0.5098039215686274,1.9615384615384615,1323,2600,2047,2047
ya_ssh,222,344,0.6453488372093024,1.5495495495495495,1645,3000,2125,2125
yanb0,147,259,0.5675675675675675,1.7619047619047619,1383,2600,2041,2171
yanchengzhi,805,2179,0.3694355208811381,2.706832298136646,2066,3500,2312,2312
yang114514,272,611,0.4451718494271686,2.2463235294117645,1595,3200,2370,2370
yangchang,444,1547,0.2870071105365223,3.484234234234234,2353,3500,2541,2613
yarolox,24,36,0.6666666666666666,1.5,1458,2700,2117,2117
yjx120921,528,1260,0.41904761904761906,2.3863636363636362,2063,3500,2247,2339
ym_fan,43,50,0.86,1.1627906976744187,1479,2800,2134,2134
yuki_neko,18,28,0.6428571428571429,1.5555555555555556,1255,2200,2032,2032
yunz_qiao,598,1886,0.3170731707317073,3.1538461538461537,1350,2800,2168,2168
yutabi,441,758,0.5817941952506597,1.7188208616780045,1466,3500,2363,2518
yuto1115,978,1620,0.6037037037037037,1.656441717791411,1870,3500,3003,3117
zabiyakaubivaka,408,836,0.4880382775119617,2.049019607843137,1302,2900,2222,2377
zacharychao,1925,3714,0.5183091007000539,1.9293506493506494,1391,3400,2180,2519
zakI98,909,3144,0.28912213740458015,3.458745874587459,1638,2800,2093,2093
zcz0263,278,843,0.32977461447212336,3.0323741007194243,1779,3300,2056,2136
zdc123456,1549,3728,0.4155042918454936,2.406714009038089,1931,3500,2640,2860
zhangtianhan,531,1036,0.5125482625482626,1.951035781544256,1385,2800,1869,2166
zhenghanyun2,418,906,0.4613686534216336,2.1674641148325358,2182,3500,2538,2637
zhuchenyao,512,1761,0.29074389551391255,3.439453125,1940,3500,2087,2351
zhuzeyu,165,415,0.39759036144578314,2.515151515151515,1316,3000,2271,2271
zhy1206,1024,4440,0.23063063063063063,4.3359375,1837,3500,2304,2304
zjwwjhy,934,2267,0.41199823555359505,2.4271948608137044,1813,3000,2041,2272
zltzlt,5413,13051,0.41475748984752125,2.4110474782929985,1868,3500,2796,2803
zlxFTH,1009,2389,0.4223524487233152,2.367690782953419,1961,3500,2388,2418
zoutong,294,676,0.4349112426035503,2.2993197278911564,1683,3500,2131,2219
zsmihaly,264,665,0.3969924812030075,2.518939393939394,1554,3300,2158,2380
zyadhany,1884,3863,0.48770385710587627,2.050424628450106,1395,3100,2214,2319
zyc2745518585,25,82,0.3048780487804878,3.28,1628,2500,2078,2078
zzuqy,1572,3011,0.5220856858186649,1.9153944020356235,1493,3200,2095,2186
zzz13579zzz,305,916,0.3329694323144105,3.00327868852459,1590,3500,2378,2378
